country,wikipedia_page,export_partners,import_partners
"Oman","China,Japan,United Arab Emirates,South Korea,Thailand,Singapore","United Arab Emirates,Japan,India,China,United States,United Kingdom,Italy"
"Cuba","Venezuela,Spain,Russia,Lebanon,Indonesia,Germany","China,Spain,Russia,Brazil,Mexico,Italy,United States"
"Guatemala","United States,El Salvador,Honduras,Nicaragua,Mexico","United States,China,Mexico,El Salvador"
"Bulgaria","Germany,Romania,Greece,Italy,Turkey,France,China,Belgium,Spain,United States","Germany,Turkey,Greece,Romania,Italy,Russia,China,Netherlands,Poland,Hungary"
"Venezuela","United States,China,India,Singapore,Spain","United States,China,Mexico,Brazil,Colombia"
"Uzbekistan","Switzerland,China,United Kingdom,Russia,Turkey,Kazakhstan,Kyrgyzstan,Afghanistan,Tajikistan,Singapore","China,Russia,Kazakhstan,South Korea,Turkey,Germany,Turkmenistan,Italy,India,Ukraine"
"Luxembourg","Germany,Belgium,France,Netherlands,Italy,United Kingdom","Belgium,Germany,France,United States,Netherlands,China"
"Tanzania","India,United Arab Emirates,China,Switzerland,Rwanda,Kenya,Vietnam","China,India,United Arab Emirates"
"Turkmenistan","China,Turkey,Uzbekistan,Georgia,Russia,Brazil,Cyprus,Greece,Ukraine,Italy","Turkey,China,Russia,United Arab Emirates,Germany,Italy,India,Uzbekistan,USA,Brazil"
"Croatia","Slovenia,Italy,Germany,Hungary,Bosnia and Herzegovina","Germany,Italy,Slovenia,Hungary,Austria"
"Lithuania","Russia,Latvia,Poland,Germany,United States,Estonia,Sweden","Russia,Germany,Poland,Latvia,Italy,Netherlands,Sweden"
"Costa Rica","United States,Belgium,Panama,Netherlands,Nicaragua,Guatemala","United States,China,Mexico"
"Uruguay","China,Brazil,United States,Argentina","China,Brazil,Argentina,United States"
"Panama","United States,Netherlands,China,Costa Rica,India,Vietnam","United States,China,Mexico"
"Ivory Coast","Netherlands,United States,France,Malaysia,Vietnam,Mali,Spain,Switzerland,Germany,Burkina Faso","China,Nigeria,France,USA,India"
"Sri Lanka","USA,UK,India,Germany,Italy","China,India,UAE,Malaysia,Singapore"
"Serbia","EU,Bosnia and Herzegovina,Russia,China,Montenegro","EU,China,Russia,Turkey,Bosnia and Herzegovina"
"Belarus","Russia,Ukraine,Poland,Lithuania,Germany,United Kingdom,China,Kazakhstan,Netherlands","Russia,China,Poland,Germany,Ukraine,Lithuania,Turkey,Italy,Netherlands,United States"
"Azerbaijan","Italy,Turkey,Israel,India,Greece,Spain,Russia,Croatia,Czechia,United Kingdom","Russia,Turkey,China,Germany,Turkmenistan,United States of America,Iran,Italy,Japan,South Korea"
"Ghana","India,United Arab Emirates,China,Switzerland,Vietnam,Burkina Faso","China,United States,United Kingdom,Belgium,India"
"DR Congo","China,Zambia,Belgium,United Kingdom","South Africa,China,Belgium,Zambia,Zimbabwe,Kenya,France,Turkey"
"Slovenia","Switzerland,Germany,Italy,Croatia,Austria,France","Switzerland,Germany,Italy,China,Austria,Croatia"
"Myanmar","",""
"Jordan","United States,India,Saudi Arabia,Iraq,China,United Arab Emirates,Indonesia,Israel,Egypt,Palestine","China,Saudi Arabia,United Arab Emirates,United States,Turkey,India,Germany,Switzerland,Egypt,South Korea"
"Tunisia","France,Italy,Germany,Spain,Libya,United States,Netherlands,Switzerland,Turkey,United Kingdom","France,Italy,China,Germany,Turkey,Greece,Spain,Algeria,Azerbaijan,United States"
"Uganda","Kenya,UAE,DR Congo,Rwanda,Tanzania","China,India,UAE,Kenya,Japan,Saudi Arabia,Indonesia,South Africa"
"Cameroon","Netherlands,France,China,Belgium,Italy,Algeria,Malaysia","China,France,Thailand,Nigeria"
"Latvia","Lithuania,Russia,Estonia,Germany,Sweden,United Kingdom,Poland,Denmark","Lithuania,Germany,Poland,Estonia,Russia,Netherlands,Finland,Italy"
"Sudan","UAE,Egypt,Oman,Germany,Indonesia,Turkey,South Korea,France","UAE,Egypt,Germany,Pakistan,Russia,Turkey,Japan,South Korea"
"Libya","Italy,Germany,Spain,China,France,United States,Greece,Netherlands,United Kingdom,Thailand","Turkey,Greece,China,United Arab Emirates,Italy,Egypt,Germany,Tunisia,Netherlands,South Korea"
"Bolivia","Brazil,Argentina,United States,Japan,India,South Korea,Colombia,China,United Arab Emirates","China,Brazil,Argentina,United States,Peru"
"Bahrain","United Arab Emirates,Saudi Arabia,United States,Japan","United Arab Emirates,China,Saudi Arabia,United States,Brazil,Japan,India"
"Paraguay","Brazil,Argentina,Chile,Russia","Brazil,United States,China,Argentina,Chile"
"Nepal","India,United States,Turkey","India,China"
"Estonia","Finland,Sweden,Latvia,Russia,Germany","Finland,Germany,Lithuania,Sweden,Russia"
"Macau","Hong Kong,China,Portugal","China,Italy,Hong Kong,France,Switzerland,Japan,United States"
"El Salvador","United States,Guatemala,Honduras,Nicaragua","United States,China,Guatemala,Mexico,Colombia,European Union"
"Honduras","United States,Germany,Belgium,El Salvador,Netherlands,Guatemala,Nicaragua","United States,Guatemala,China,Mexico,El Salvador,Panama,Costa Rica"
"Papua New Guinea","Australia,China,Japan,Taiwan","Australia,China,Singapore,Malaysia"
"Senegal","Mali,Switzerland,India,China,Australia,Cote d'Ivoire,Spain,Gambia,Guinea,United States","China,Russia,France,India,Netherlands,Belgium,United States,Turkey,Nigeria,Spain"
"Cyprus","Greece,Lebanon,Marshall Islands,United Kingdom,Israel,British Virgin Islands,Libya,Liberia,Germany,Netherlands","Greece,Turkey,Italy,China,Germany,Netherlands,Israel,United Kingdom,Spain,Poland"
"Cambodia","United States,Singapore,Thailand,Germany,Japan,China,Canada,United Kingdom","China,Thailand,Vietnam,Singapore"
"Zimbabwe","South Africa,Mozambique,United Arab Emirates,Zambia","South Africa,Zambia"
"Zambia","Switzerland,China,Namibia,DR Congo,Singapore","South Africa,China,United Arab Emirates,India"
"Iceland","Netherlands,Spain,United Kingdom,Germany,United States,France,Norway","Germany,Norway,China,Netherlands,United States,Denmark,United Kingdom,Sweden"
"Bosnia and Herzegovina","EU,Serbia,Montenegro,Turkey,Switzerland","EU,Serbia,China,Turkey,Russia"
"Trinidad and Tobago","United States,Brazil,Argentina,Chile,Peru","United States,China,Singapore"
"Georgia","China,Russia,Azerbaijan,Turkey,Ukraine,Bulgaria,Armenia,United States,Switzerland,Romania","Turkey,China,Russia,United States,Azerbaijan,Germany,Ukraine,Italy,Brazil,France"
"Haiti","United States,Canada","United States,China,Turkey"
"Lebanon","United Arab Emirates,Switzerland,Cameroon,Egypt,Greece,Qatar,United States,Saudi Arabia,Iraq,Turkey","Greece,Turkey,China,UAE,US,Germany,Italy,Russia,Egypt,Switzerland"
"Armenia","European Union,Russia,Switzerland,China,Iraq,Serbia,Canada,Iran","Russia,European Union,China,Iran,Turkey,Georgia,Ukraine,India"
"Guinea","",""
"Burkina Faso","Benin,Togo,Japan,Thailand,Turkey,Côte d'Ivoire,Ghana","Côte d'Ivoire,Pakistan,Ghana,India,China,Togo"
"Mali","",""
"Gabon","United States,China,France,Thailand,Indonesia","France,Cameroon,Belgium,China,United States,Netherlands"
"Albania","Italy,Greece,Spain,Germany,China,North Macedonia,Czech Republic,Serbia,United States,Turkey","Italy,Greece,Turkey,China,Germany,Serbia,Russia,Bulgaria,Hungary,North Macedonia"
"Afghanistan","United Arab Emirates,Pakistan,India,United States,China,Turkey,Germany,Denmark,Saudi Arabia,Jordan","Iran,Pakistan,India,China,United States,Uzbekistan,Kazakhstan,Turkey,Russia,Malaysia"
"Mozambique","South Africa,Italy,China,Belgium,Spain,Egypt","South Africa,India,China,Portugal,Australia"
"Palestine","",""
"Botswana","Belgium,India,United Arab Emirates,South Africa,Singapore,Israel,Hong Kong,Namibia","South Africa,Canada,Israel"
"Yemen","Thailand,China,Saudi Arabia,Oman,Austria,India,United Arab Emirates,Germany,South Korea,Egypt","China,Saudi Arabia,United Arab Emirates,Turkey,Oman,India,Egypt,Japan,Brazil,United States"
"Malta","Germany,France,Italy,Japan,Singapore,United States,Spain,Hong Kong,China,Libya","Russia,Italy,United Kingdom,Germany,Turkey,France,China,Greece,Spain,Netherlands"
"Benin","Bangladesh,India,Vietnam,China,Nigeria,Denmark,Egypt,Niger","India,China,Togo,France,Thailand,Belgium,UAE,Morocco"
"Nicaragua","United States,El Salvador,Venezuela,Costa Rica,Canada,Mexico","United States,China,Mexico,Costa Rica,Guatemala,El Salvador"
"Jamaica","United States,Netherlands,Canada","United States,Colombia,Japan,China,Trinidad and Tobago"
"Guyana","United States,Singapore,UAE,United Kingdom,Canada,citation needed","Singapore,United States,Trinidad and Tobago,China,Japan,citation needed"
"Mongolia","China,Switzerland,Singapore","China,Russia,Japan,United States,South Korea"
"Niger","France,Thailand,Malaysia,Nigeria,Mali,China","France,China,US,Nigeria,Thailand"
"Brunei","Japan,South Korea,Thailand,Malaysia,Pakistan,Singapore,Switzerland,China","China,Singapore,Italy,United States,Germany,Japan,United Kingdom"
"Madagascar","France,United States,Germany,China,Netherlands,Canada,Belgium,Japan,South Africa","China,France,India,South Africa,Bahrain,UAE,Mauritius,Saudi Arabia"
"Moldova","Romania,Russia,Germany,Italy,Turkey,Poland,Ukraine,Czechia,Switzerland,Belarus","Romania,Ukraine,China,Russia,Germany,Turkey,Italy,Poland,Belarus,Czechia"
"North Macedonia","Germany,Serbia,Bulgaria,Greece,Italy,Hungary,United Kingdom,China,Czech Republic,Turkey","United Kingdom,Greece,Germany,Serbia,China,Bulgaria,Turkey,Hungary,Italy,Romania"
"Equatorial Guinea","France,China,United States,Spain,Netherlands,Belgium,India","Spain,China,United States,France,Cameroon,Italy,Brazil"
"Mauritius","European Union,United States,United Kingdom,South Africa,Madagascar","India,China,France,South Africa"
"Bahamas","United States,Poland,Nicaragua,India,Barbados","United States,Mexico,Singapore,South Korea,China,Venezuela,Canada"
"Laos","Thailand,China,Vietnam,India","Thailand,China,Vietnam"
"North Korea","China","China"
"Syria","Saudi Arabia,Turkey,Lebanon,Jordan,Egypt,UAE,Kuwait,Germany,Ukraine,Serbia","Turkey,China,UAE,Egypt,Jordan,India,Lebanon,Saudi Arabia,Italy,Germany"
"Namibia","South Africa,Botswana,Switzerland,Zambia,China,Italy","South Africa"
"Rwanda","UAE,Kenya,Switzerland,Democratic Republic of the Congo,US,Singapore","China,Uganda,India,Kenya,Tanzania,UAE"
"Congo","",""
"Tajikistan","Switzerland,Kazakhstan,Turkey,China,Uzbekistan,Hong Kong,Belgium,Afghanistan,Italy,Russia","China,Russia,Kazakhstan,Uzbekistan,Turkey,India,United Arab Emirates,Iran,Sweden,Germany"
"Kyrgyzstan","United Kingdom,Kazakhstan,Russia,United Arab Emirates,Switzerland,Uzbekistan,China,Turkey,Thailand,Germany","China,Russia,Uzbekistan,Turkey,Kazakhstan,United Arab Emirates,South Korea,Belarus,United States,India"
"Chad","United States,India,Japan,China","France,China,Cameroon,United States,India,Belgium,Italy"
"Malawi","",""
"Mauritania","China,Spain,Canada,Turkey,Japan,Italy,Germany,Australia,Cote d'Ivoire,Russia","China,Turkey,France,United Arab Emirates,Morocco,Indonesia,Spain,USA,Belgium,Netherlands"
"New Caledonia","China,South Korea,Japan","France,Australia,Singapore,China"
"Kosovo","EU,Albania,USA,Serbia,North Macedonia","EU,Turkey,China,Serbia,Albania"
"Togo","Benin,Burkina Faso,India,Mali,Niger,Côte d’Ivoire,Ghana,Nigeria","China,Belgium,Netherlands,France,India,Singapore"
"Somalia","Ethiopia,France,Kenya,UAE,Yemen","Ethiopia,Sudan,Indonesia,Russia,Turkey"
"Bermuda","",""
"Liechtenstein","",""
"Monaco","",""
"Cayman Islands","",""
"Montenegro","Serbia,Hungary,China,Russia,Bosnia and Herzegovina,Germany,Italy,Poland,Belgium,Slovenia","Serbia,Bosnia and Herzegovina,Croatia,Italy,Greece,Germany,Turkey,Slovenia,China,Hungary"
"South Sudan","",""
"Maldives","Thailand,United States,China,France,Germany","UAE,China,Singapore,India,Malaysia"
"Guam","",""
"Barbados","United States,Trinidad and Tobago,Guyana,Jamaica,China,St. Lucia,the Bahamas","United States,Trinidad and Tobago,United Kingdom,China,Canada"
"French Polynesia","Japan,Hong Kong,Kyrgyzstan,United States,France","France,United States,China,New Zealand,Singapore"
"Fiji","United States,Australia,New Zealand,Tonga,Vanuatu,China,Spain,United Kingdom,Kiribati","Australia,New Zealand,Singapore,China"
"Eswatini","South Africa,EU,US,Mozambique","South Africa,EU,Japan,Singapore"
"Liberia","Germany,Switzerland,United Arab Emirates,United States,Indonesia","Singapore,China,South Korea,Japan"
"Djibouti","Ethiopia,Somalia,Qatar,Brazil,Yemen,United States","China,Saudi Arabia,India,Indonesia,Oman"
"Andorra","",""
"Aruba","United States,Colombia,Venezuela,Netherlands,Canada","United States,Venezuela,Mexico,Netherlands,United Kingdom"
"Sierra Leone","China,Belgium,Japan,Turkey,Netherlands,Indonesia","China,India,South Africa,United States,United Kingdom,Côte d'Ivoire,Belgium"
"Suriname","Switzerland,Hong Kong,United Arab Emirates,Belgium,Guyana,United States,China,India,Netherlands,Singapore","China,Germany,United States,Japan,South Korea,France,Netherlands,Italy,United Kingdom,Mexico"
"Burundi","Germany,Pakistan,Kenya,China,Sweden,Belgium,Canada,Rwanda,United States","Saudi Arabia,China,Uganda,Belgium,Kenya,Zambia,India,United Arab Emirates"
"Belize","United Kingdom,United States,Nigeria,Trinidad and Tobago,Jamaica,Bahamas","United States,Mexico,Cuba,Guatemala,China,Trinidad and Tobago,Indonesia"
"Greenland","Denmark,Iceland","Denmark,Sweden"
"Central African Republic","France,Burundi,China,Cameroon,Austria","France,United States,India,China,South Africa,Japan,Italy,Cameroon,Netherlands"
"Bhutan","India,Bangladesh,Hong Kong,China,Nepal","India,China,Japan,South Korea,Thailand,Singapore"
"Eritrea","Italy,Sudan,Saudi Arabia,China,UK,Egypt","Saudi Arabia,Egypt,China,India,Russia,South Africa,Brazil,South Korea"
"Lesotho","US,Europe","Taiwan,Hong Kong,China"
"Curaçao","United States,Guatemala,Panama,Dominican Republic,Haiti,Bahamas,Costa Rica","Venezuela,United States,Mexico,Brazil,Netherlands"
"Cape Verde","Spain,Portugal,Italy","Portugal,Netherlands,Spain,China"
"Gambia","China,India,Mali,Chile","China,India,Senegal,Brazil"
"Saint Lucia","United States,Uruguay,Barbados,Trinidad and Tobago,United Kingdom,Dominica,Guyana,France","Colombia,United States,Trinidad and Tobago"
"East Timor","Singapore,China,Japan,Indonesia,Australia","Indonesia,China,Singapore,Malaysia,Thailand"
"Seychelles","United Arab Emirates,France,United Kingdom,Italy,Germany","United Arab Emirates,France,Spain,South Africa"
"Zanzibar","",""
"Guinea-Bissau","India,Belgium,Cote d'Ivoire","Portugal,Senegal,China,Netherlands,Pakistan"
"Antigua and Barbuda","Poland,Cameroon,US,UK","US,China,Singapore,Germany,Spain"
"San Marino","",""
"Solomon Islands","",""
"British Virgin Islands","United States Virgin Islands,Puerto Rico","United States Virgin Islands,Puerto Rico"
"Comoros","India,Singapore,France,Netherlands,Turkey,United States,Saudi Arabia,Germany","France,Pakistan,HKG,PR of China,United Arab Emirates,Republic of India,East African Community"
"Grenada","Nigeria,St. Lucia,Antigua and Barbuda,St. Kitts and Nevis,Dominica,United States","Trinidad and Tobago,United States,Israel,EU"
"Northern Mariana Islands","",""
"Vanuatu","",""
"Saint Kitts and Nevis","United States,Germany,Italy","United States,Peru,Germany"
"Saint Vincent and the Grenadines","Trinidad and Tobago,Saint Lucia,Chile,Barbados,Dominica,Grenada,Antigua and Barbuda","Singapore,Trinidad and Tobago,United States,China,EU"
"Turks and Caicos Islands","",""
"Sint Maarten","China,United States,Japan","China,Japan,United States,Saudi Arabia"
"Samoa","",""
"American Samoa","Indonesia,Samoa","South Korea,Mauritius"
"Dominica","Saudi Arabia,Qatar","United States,Nigeria,China,Italy"
"São Tomé and Príncipe","Netherlands,Belgium,Spain,Nigeria,United States","Portugal,Gabon"
"Tonga","South Korea,United States,New Zealand,Fiji,Japan,Samoa,American Samoa,Australia","Fiji,New Zealand,United States,China"
"Micronesia","",""
"Cook Islands","",""
"Marshall Islands","",""
"Anguilla","United Kingdom,United States,Puerto Rico,Saint Martin","United States,Puerto Rico,United Kingdom,Trinidad and Tobago"
"Palau","",""
"Kiribati","",""
"Nauru","Thailand,Australia,United States,South Korea,Philippines,Japan,France","Taiwan,Australia"
"Montserrat","",""
"Tuvalu","",""country,export_partners,import_partners
"United States","European Union,Canada,Mexico,China,Japan","China,European Union,Mexico,Canada,Japan"
"China","",""
"Japan","China,United States,ASEAN,European Union,South Korea,Saudi Arabia,United Kingdom,Turkey,Australia,India","China,ASEAN,European Union,United States,United Kingdom,Australia,South Korea,Saudi Arabia,United Arab Emirates,African Union"
"Germany","United States,China,France,Netherlands,United Kingdom,Poland","China,Netherlands,Poland,France,Italy,Czechia"
"India","United States,United Arab Emirates,China,Bangladesh,Netherlands","China,United Arab Emirates,United States,Russia,Saudi Arabia"
"United Kingdom","European Union,Germany,Netherlands,France,Ireland,Italy,Belgium,United States,China,Switzerland","European Union,Germany,Netherlands,France,Spain,Belgium,United States,China,Turkey"
"France","Germany,Spain,Italy,United States,Belgium,United Kingdom","Germany,Belgium,Netherlands,Italy,Spain,United Kingdom,United States,China"
"Italy","Germany,France,United States,Switzerland,Spain,United Kingdom","Germany,France,China,Netherlands,Spain,Belgium"
"Canada","United States,European Union,China,Japan,Mexico","United States,China,European Union,Mexico,Japan"
"Brazil","China,United States,Argentina,Netherlands,Chile","China,United States,Argentina,Germany,India"
"Russia","China,Netherlands,United States,United Kingdom,Italy,Belarus,Turkey,Germany,Kazakhstan,South Korea","China,Germany,Belarus,South Korea,Poland,Italy,Japan,Netherlands,France,United States"
"South Korea","China,ASEAN,United States,European Union,Hong Kong,Japan,Russia,Taiwan","China,United States,European Union,ASEAN,Japan,Australia,Russia,Saudi Arabia,Taiwan"
"Australia","China,Japan,South Korea,United States,India,New Zealand","China,United States,Japan,Germany,Thailand,United Kingdom"
"Mexico","United States,Canada,China,Spain,Brazil","United States,China,Japan,Germany,South Korea"
"Spain","France,Germany,Italy,Portugal,United Kingdom,United States","Germany,France,China,Italy,Netherlands,United Kingdom"
"Indonesia","China,ASEAN,United States,European Union,Japan,India,South Korea,Hong Kong","China,ASEAN,Japan,European Union,South Korea,United States,Australia,India"
"Netherlands","Germany,Belgium,United Kingdom,France,United States","Germany,China,Belgium,United States,Russia,United Kingdom"
"Saudi Arabia","China,India,Japan,South Korea,United States,Singapore,France,United Arab Emirates,Egypt","China,United Arab Emirates,United States,Germany,Japan,India,United Kingdom,South Korea,Netherlands,Italy"
"Turkey","Germany,United States,United Kingdom,Italy,Iraq,Spain,France,Netherlands,Israel,Russia","China,Germany,Russia,United States,Italy,France,India,South Korea,Spain,Netherlands"
"Switzerland","Germany,United States,China,India,France,United Kingdom","Germany,United States,Italy,United Kingdom,France,China,Belgium"
"Taiwan","China,ASEAN,United States,Hong Kong,Japan,European Union","China,Japan,ASEAN,United States,European Union,South Korea"
"Poland","Germany,Czech Republic,France,United Kingdom,Italy,Netherlands","Germany,China,Russia,Italy,Netherlands"
"Argentina","Brazil,China,United States,Chile","Brazil,China,United States,Germany"
"Belgium","Germany,France,Netherlands,United Kingdom,Italy,United States","Netherlands,Germany,France,United States,United Kingdom,Ireland,China"
"Sweden","Germany,Norway,Finland,United States,Denmark,United Kingdom,Netherlands,China","Germany,Netherlands,Norway,Denmark,United Kingdom,Belgium,Finland,China,France"
"Ireland","United States,Great Britain,Belgium,Germany,Switzerland,Netherlands,France,China","Great Britain,United States,France,Germany,China,Netherlands,Italy,Belgium"
"Thailand",",,,,",",,,,"
"Norway","United Kingdom,Germany,Netherlands,Sweden,France,Belgium,Denmark,United States","Sweden,Germany,China,United States,South Korea,Denmark,United Kingdom"
"Israel","United States,China,Palestine,India,Germany,Ireland,United Kingdom,Netherlands,Turkey,Taiwan","China,United States,Turkey,Germany,Switzerland,Italy,India,Belgium,Netherlands,Hong Kong"
"Singapore","China,Hong Kong,Malaysia,United States,Indonesia","China,Malaysia,United States,Japan,Taiwan"
"Austria","Germany,United States,Italy,Switzerland,France,Slovakia","Germany,Italy,Switzerland,Czech Republic,Netherlands"
"Nigeria","India,Spain,China,Netherlands,South Africa,France","China,Netherlands,United States,India,Belgium"
"United Arab Emirates","India,Japan,China,Saudi Arabia,Iraq,Singapore,Oman,Hong Kong,Thailand,Switzerland","China,India,United States,Saudi Arabia,Germany,United Kingdom,Mali,Japan,Italy,Turkey"
"Vietnam","United States,China,European Union,ASEAN,South Korea,Japan","China,South Korea,ASEAN,Japan,European Union,United States"
"Malaysia","China,Singapore,United States,Japan","China,Singapore,United States,Japan,Hong Kong"
"Philippines","ASEAN,United States,China,Japan,Hong Kong,European Union","ASEAN,China,Japan,South Korea,European Union,United States"
"Bangladesh","Germany,United States,United Kingdom,Spain,Poland,France,Netherlands,Italy","China,India,Singapore,European Union,Hong Kong"
"Denmark","Germany,Sweden,United Kingdom,United States,Norway,China","Germany,Sweden,Netherlands,China,Norway,Poland"
"South Africa","China,United States,Germany,Japan,United Kingdom,Botswana","China,Germany,United States,India,Saudi Arabia,Japan"
"Hong Kong","Mainland China,United States,Taiwan","Mainland China,Taiwan,Singapore"
"Egypt","United States,Turkey,Greece,India,Italy,Saudi Arabia,Spain,United Kingdom,United Arab Emirates,Germany","China,Saudi Arabia,United States,Russia,Turkey,United Arab Emirates,Germany,Italy,India,Netherlands"
"Pakistan","United States,China,United Kingdom,United Arab Emirates,Germany,Netherlands,Spain,Italy","China,United Arab Emirates,Saudi Arabia,Singapore,United States,Indonesia,Kuwait,Japan"
"Iran","China,Turkey,Pakistan,Armenia,India,Azerbaijan,Kuwait,Germany,United Arab Emirates,Oman","China,United Arab Emirates,Turkey,Brazil,Germany,India,Ukraine,Malaysia,Italy,Netherlands"
"Chile","China,United States,Japan,South Korea,Brazil","China,United States,Brazil,Argentina,Germany"
"Romania","Germany,Italy,France,Hungary,Poland,Bulgaria,Turkey,Netherlands,Czech Republic,United Kingdom","Germany,Italy,Hungary,Poland,China,Turkey,France,Bulgaria,Netherlands,Austria"
"Colombia","United States,Panama,China","United States,China,Mexico,Brazil,Germany"
"Czech Republic","EU,Germany,Slovakia,Poland,France,United Kingdom,Italy,Austria","EU,Germany,Poland,China,Slovakia,Netherlands,Italy"
"Finland","Germany,Sweden,Netherlands,United States,China,Russia,United Kingdom","Germany,Russia,Sweden,China,Netherlands,France"
"Iraq","India,China,Greece,South Korea,Italy,United States,United Arab Emirates,Turkey,Spain","United Arab Emirates,Turkey,China,India,Germany,Saudi Arabia,South Korea,Italy,United States,Ukraine"
"Peru","China,United States,India,South Korea,Japan","China,United States,Brazil,Mexico,Ecuador"
"Portugal","Spain,France,Germany,US,UK,Italy,Netherlands,Angola","Spain,Germany,France,China,Netherlands,Italy,Brazil,US"
"New Zealand","China,Australia,United States,European Union,Japan","European Union,Australia,China,United States,Japan"
"Kazakhstan","China,Russia,Greece,United Kingdom,Germany,Uzbekistan,South Korea,France,Spain,United States","Russia,China,Germany,Turkey,Uzbekistan,Poland,South Korea,Belarus,United States,United Arab Emirates"
"Greece","Italy,Germany,France,Cyprus,Bulgaria,Turkey,United States,United Kingdom,Romania,Spain","Germany,China,Italy,Netherlands,France,Russia,Ireland,Spain,Iraq,Bulgaria"
"Qatar","Japan,South Korea,India,China,European Union,Singapore,Thailand,Taiwan,Pakistan,United Kingdom,United States","European Union,United States,United Kingdom,China,India,Turkey,Japan,Oman"
"Algeria","Italy,Spain,France,United States,South Korea,Netherlands,United Kingdom,Greece,Turkey,Brazil","China,France,Spain,Germany,Italy,Turkey,Brazil,Russia,Argentina,Canada"
"Hungary","Germany,Romania,Italy,Austria,Slovakia,France,Czech Republic,Poland","Germany,Austria,China,Poland,Slovakia,Netherlands,Czech Republic,Italy,France"
"Kuwait","India,China,UAE,Iraq,Saudi Arabia","China,United States,UAE,Japan"
"Ethiopia","",""
"Ukraine","China,Poland,Turkey,Russia,Italy,Germany,India,Netherlands,Egypt,Spain","China,Russia,Poland,Germany,Belarus,Turkey,Hungary,United States,Italy,Czech Republic"
"Morocco","Spain,France,India,Brazil,Italy,Germany,United Kingdom,United States,Turkey,Netherlands","Spain,China,France,Turkey,United States,Italy,Germany,Saudi Arabia,Russia,Netherlands"
"Slovakia","Germany,Czech Republic,Poland,France,Italy,United Kingdom,Hungary,Austria","Germany,Czech Republic,Austria,Poland,Hungary,South Korea,Russia,France,China"
"Ecuador","United States,Vietnam,Chile,Panama,Russia","United States,China,Colombia,Brazil,Panama"
"Puerto Rico","United States,Belgium,Netherlands,Italy,Spain","United States,Ireland,Singapore,Switzerland,South Korea"
"Kenya","Uganda,Pakistan,United States,United Kingdom,Netherlands,Tanzania,Ethiopia","China,India,United Arab Emirates,Saudi Arabia,South Africa,Egypt"
"Dominican Republic","United States,Haiti,Switzerland,India,Canada","United States,China,Mexico,Brazil,Chile"
"Angola","China,India,United States","Portugal,China,United States,South Africa,Brazil,United Kingdom"
"Oman","China,Japan,United Arab Emirates,South Korea,Thailand,Singapore","United Arab Emirates,Japan,India,China,United States,United Kingdom,Italy"
"Cuba","Venezuela,Spain,Russia,Lebanon,Indonesia,Germany","China,Spain,Russia,Brazil,Mexico,Italy,United States"
"Guatemala","United States,El Salvador,Honduras,Nicaragua,Mexico","United States,China,Mexico,El Salvador"
"Bulgaria","Germany,Romania,Greece,Italy,Turkey,France,China,Belgium,Spain,United States","Germany,Turkey,Greece,Romania,Italy,Russia,China,Netherlands,Poland,Hungary"
"Venezuela","United States,China,India,Singapore,Spain","United States,China,Mexico,Brazil,Colombia"
"Uzbekistan","Switzerland,China,United Kingdom,Russia,Turkey,Kazakhstan,Kyrgyzstan,Afghanistan,Tajikistan,Singapore","China,Russia,Kazakhstan,South Korea,Turkey,Germany,Turkmenistan,Italy,India,Ukraine"
"Luxembourg","Germany,Belgium,France,Netherlands,Italy,United Kingdom","Belgium,Germany,France,United States,Netherlands,China"
"Tanzania","India,United Arab Emirates,China,Switzerland,Rwanda,Kenya,Vietnam","China,India,United Arab Emirates"
"Turkmenistan","China,Turkey,Uzbekistan,Georgia,Russia,Brazil,Cyprus,Greece,Ukraine,Italy","Turkey,China,Russia,United Arab Emirates,Germany,Italy,India,Uzbekistan,USA,Brazil"
"Croatia","Slovenia,Italy,Germany,Hungary,Bosnia and Herzegovina","Germany,Italy,Slovenia,Hungary,Austria"
"Lithuania","Russia,Latvia,Poland,Germany,United States,Estonia,Sweden","Russia,Germany,Poland,Latvia,Italy,Netherlands,Sweden"
"Costa Rica","United States,Belgium,Panama,Netherlands,Nicaragua,Guatemala","United States,China,Mexico"
"Uruguay","China,Brazil,United States,Argentina","China,Brazil,Argentina,United States"
"Panama","United States,Netherlands,China,Costa Rica,India,Vietnam","United States,China,Mexico"
"Ivory Coast","Netherlands,United States,France,Malaysia,Vietnam,Mali,Spain,Switzerland,Germany,Burkina Faso","China,Nigeria,France,USA,India"
"Sri Lanka","USA,UK,India,Germany,Italy","China,India,UAE,Malaysia,Singapore"
"Serbia","EU,Bosnia and Herzegovina,Russia,China,Montenegro","EU,China,Russia,Turkey,Bosnia and Herzegovina"
"Belarus","Russia,Ukraine,Poland,Lithuania,Germany,United Kingdom,China,Kazakhstan,Netherlands","Russia,China,Poland,Germany,Ukraine,Lithuania,Turkey,Italy,Netherlands,United States"
"Azerbaijan","Italy,Turkey,Israel,India,Greece,Spain,Russia,Croatia,Czechia,United Kingdom","Russia,Turkey,China,Germany,Turkmenistan,United States of America,Iran,Italy,Japan,South Korea"
"Ghana","India,United Arab Emirates,China,Switzerland,Vietnam,Burkina Faso","China,United States,United Kingdom,Belgium,India"
"DR Congo","China,Zambia,Belgium,United Kingdom","South Africa,China,Belgium,Zambia,Zimbabwe,Kenya,France,Turkey"
